time UTC,lifetime,anode_height,cathode_height,drift_time
2021-01-19 07:51:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:53:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:55:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:56:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:58:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:00:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:01:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:03:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:05:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:06:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:08:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:10:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:11:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:13:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:15:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:16:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:18:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:20:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:21:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:23:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:25:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:26:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:28:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:30:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:31:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:33:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:35:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:36:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:38:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:40:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:41:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:43:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:45:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:46:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:48:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:50:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:51:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:53:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:55:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:56:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 08:58:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:00:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:01:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:03:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:05:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:06:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:08:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:10:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:11:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:13:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:15:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:16:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:18:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:20:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:21:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:23:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:25:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:26:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:28:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:30:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:31:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:33:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:35:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:36:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:38:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:40:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:41:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:43:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:45:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:46:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:48:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:50:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:51:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:53:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:55:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:56:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 09:58:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:00:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:01:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:03:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:05:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:06:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:08:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:10:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:11:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:13:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:15:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:16:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:18:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:20:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:21:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 10:23:20+00:00,-1.0,-1.0,-1.0,-1.0
